geoid,name,B12002001,"B12002001, Error",B12002002,"B12002002, Error",B12002003,"B12002003, Error",B12002004,"B12002004, Error",B12002005,"B12002005, Error",B12002006,"B12002006, Error",B12002007,"B12002007, Error",B12002008,"B12002008, Error",B12002009,"B12002009, Error",B12002010,"B12002010, Error",B12002011,"B12002011, Error",B12002012,"B12002012, Error",B12002013,"B12002013, Error",B12002014,"B12002014, Error",B12002015,"B12002015, Error",B12002016,"B12002016, Error",B12002017,"B12002017, Error",B12002018,"B12002018, Error",B12002019,"B12002019, Error",B12002020,"B12002020, Error",B12002021,"B12002021, Error",B12002022,"B12002022, Error",B12002023,"B12002023, Error",B12002024,"B12002024, Error",B12002025,"B12002025, Error",B12002026,"B12002026, Error",B12002027,"B12002027, Error",B12002028,"B12002028, Error",B12002029,"B12002029, Error",B12002030,"B12002030, Error",B12002031,"B12002031, Error",B12002032,"B12002032, Error",B12002033,"B12002033, Error",B12002034,"B12002034, Error",B12002035,"B12002035, Error",B12002036,"B12002036, Error",B12002037,"B12002037, Error",B12002038,"B12002038, Error",B12002039,"B12002039, Error",B12002040,"B12002040, Error",B12002041,"B12002041, Error",B12002042,"B12002042, Error",B12002043,"B12002043, Error",B12002044,"B12002044, Error",B12002045,"B12002045, Error",B12002046,"B12002046, Error",B12002047,"B12002047, Error",B12002048,"B12002048, Error",B12002049,"B12002049, Error",B12002050,"B12002050, Error",B12002051,"B12002051, Error",B12002052,"B12002052, Error",B12002053,"B12002053, Error",B12002054,"B12002054, Error",B12002055,"B12002055, Error",B12002056,"B12002056, Error",B12002057,"B12002057, Error",B12002058,"B12002058, Error",B12002059,"B12002059, Error",B12002060,"B12002060, Error",B12002061,"B12002061, Error",B12002062,"B12002062, Error",B12002063,"B12002063, Error",B12002064,"B12002064, Error",B12002065,"B12002065, Error",B12002066,"B12002066, Error",B12002067,"B12002067, Error",B12002068,"B12002068, Error",B12002069,"B12002069, Error",B12002070,"B12002070, Error",B12002071,"B12002071, Error",B12002072,"B12002072, Error",B12002073,"B12002073, Error",B12002074,"B12002074, Error",B12002075,"B12002075, Error",B12002076,"B12002076, Error",B12002077,"B12002077, Error",B12002078,"B12002078, Error",B12002079,"B12002079, Error",B12002080,"B12002080, Error",B12002081,"B12002081, Error",B12002082,"B12002082, Error",B12002083,"B12002083, Error",B12002084,"B12002084, Error",B12002085,"B12002085, Error",B12002086,"B12002086, Error",B12002087,"B12002087, Error",B12002088,"B12002088, Error",B12002089,"B12002089, Error",B12002090,"B12002090, Error",B12002091,"B12002091, Error",B12002092,"B12002092, Error",B12002093,"B12002093, Error",B12002094,"B12002094, Error",B12002095,"B12002095, Error",B12002096,"B12002096, Error",B12002097,"B12002097, Error",B12002098,"B12002098, Error",B12002099,"B12002099, Error",B12002100,"B12002100, Error",B12002101,"B12002101, Error",B12002102,"B12002102, Error",B12002103,"B12002103, Error",B12002104,"B12002104, Error",B12002105,"B12002105, Error",B12002106,"B12002106, Error",B12002107,"B12002107, Error",B12002108,"B12002108, Error",B12002109,"B12002109, Error",B12002110,"B12002110, Error",B12002111,"B12002111, Error",B12002112,"B12002112, Error",B12002113,"B12002113, Error",B12002114,"B12002114, Error",B12002115,"B12002115, Error",B12002116,"B12002116, Error",B12002117,"B12002117, Error",B12002118,"B12002118, Error",B12002119,"B12002119, Error",B12002120,"B12002120, Error",B12002121,"B12002121, Error",B12002122,"B12002122, Error",B12002123,"B12002123, Error",B12002124,"B12002124, Error",B12002125,"B12002125, Error",B12002126,"B12002126, Error",B12002127,"B12002127, Error",B12002128,"B12002128, Error",B12002129,"B12002129, Error",B12002130,"B12002130, Error",B12002131,"B12002131, Error",B12002132,"B12002132, Error",B12002133,"B12002133, Error",B12002134,"B12002134, Error",B12002135,"B12002135, Error",B12002136,"B12002136, Error",B12002137,"B12002137, Error",B12002138,"B12002138, Error",B12002139,"B12002139, Error",B12002140,"B12002140, Error",B12002141,"B12002141, Error",B12002142,"B12002142, Error",B12002143,"B12002143, Error",B12002144,"B12002144, Error",B12002145,"B12002145, Error",B12002146,"B12002146, Error",B12002147,"B12002147, Error",B12002148,"B12002148, Error",B12002149,"B12002149, Error",B12002150,"B12002150, Error",B12002151,"B12002151, Error",B12002152,"B12002152, Error",B12002153,"B12002153, Error",B12002154,"B12002154, Error",B12002155,"B12002155, Error",B12002156,"B12002156, Error",B12002157,"B12002157, Error",B12002158,"B12002158, Error",B12002159,"B12002159, Error",B12002160,"B12002160, Error",B12002161,"B12002161, Error",B12002162,"B12002162, Error",B12002163,"B12002163, Error",B12002164,"B12002164, Error",B12002165,"B12002165, Error",B12002166,"B12002166, Error",B12002167,"B12002167, Error",B12002168,"B12002168, Error",B12002169,"B12002169, Error",B12002170,"B12002170, Error",B12002171,"B12002171, Error",B12002172,"B12002172, Error",B12002173,"B12002173, Error",B12002174,"B12002174, Error",B12002175,"B12002175, Error",B12002176,"B12002176, Error",B12002177,"B12002177, Error",B12002178,"B12002178, Error",B12002179,"B12002179, Error",B12002180,"B12002180, Error",B12002181,"B12002181, Error",B12002182,"B12002182, Error",B12002183,"B12002183, Error",B12002184,"B12002184, Error",B12002185,"B12002185, Error",B12002186,"B12002186, Error",B12002187,"B12002187, Error"
14000US32003000106,"Census Tract 1.06, Clark, NV",3699,415,1922,340,652,273,25,30,64,40,33,37,104,86,29,31,125,89,0,13,0,13,35,32,58,59,0,13,179,209,0,13,0,13,900,220,604,168,0,13,0,13,0,13,121,89,12,21,20,29,122,102,63,45,49,39,9,14,35,40,70,54,83,51,20,26,296,152,108,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,39,49,9,14,23,24,36,52,0,13,188,129,0,13,0,13,0,13,0,13,0,13,0,13,0,13,40,49,129,96,0,13,0,13,19,31,0,13,0,13,125,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,67,62,0,13,10,15,38,41,10,16,245,144,0,13,0,13,0,13,0,13,14,23,0,13,70,67,39,56,11,18,18,28,51,61,18,21,24,32,0,13,1777,243,472,165,79,71,36,59,58,54,159,129,68,54,0,13,8,14,13,20,0,13,0,13,0,13,42,60,9,14,0,13,637,173,559,167,0,13,0,13,33,54,57,61,68,58,65,64,46,53,35,32,23,25,36,39,38,40,93,69,56,49,9,15,78,53,44,37,12,21,0,13,0,13,0,13,16,27,0,13,0,13,0,13,6,11,0,13,0,13,0,13,10,16,0,13,34,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,38,7,11,0,13,5,8,0,13,0,13,305,134,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,21,32,41,101,97,85,63,73,56,363,114,0,13,0,13,0,13,0,13,13,22,11,19,0,13,45,54,47,44,17,19,32,33,152,85,35,43,11,17
14000US32003000107,"Census Tract 1.07, Clark, NV",2904,511,1424,206,548,194,26,43,7,14,10,12,158,100,33,35,43,52,64,71,0,13,12,20,41,51,0,13,55,53,19,23,80,113,738,186,552,179,0,13,0,13,19,30,25,28,96,83,81,101,0,13,78,67,0,13,59,53,64,59,95,75,26,39,9,14,186,96,101,67,0,13,0,13,0,13,0,13,0,13,0,13,36,59,0,13,0,13,26,40,10,15,29,45,0,13,0,13,85,76,0,13,0,13,9,15,12,21,35,52,0,13,0,13,0,13,0,13,0,13,0,13,28,42,1,2,0,13,31,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,49,0,13,0,13,0,13,107,76,0,13,0,13,0,13,0,13,0,13,14,21,0,13,31,49,14,21,0,13,28,39,20,23,0,13,0,13,1480,483,590,328,231,282,6,11,68,67,32,50,56,56,7,11,8,12,57,91,0,13,45,44,41,50,19,20,11,18,9,15,532,162,499,156,0,13,0,13,0,13,54,46,88,86,40,46,0,13,112,76,45,44,23,26,64,65,63,45,0,13,10,16,33,31,23,26,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,10,14,0,13,0,13,8,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,139,86,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,84,87,9,16,16,26,21,22,219,145,0,13,0,13,0,13,0,13,0,13,98,123,39,63,0,13,9,14,0,13,9,16,43,59,21,22,0,13
14000US32003000108,"Census Tract 1.08, Clark, NV",2723,523,1244,240,630,183,37,54,123,82,171,98,34,41,128,95,30,26,79,67,0,13,0,13,7,11,13,15,8,13,0,13,0,13,473,140,467,140,0,13,0,13,0,13,0,13,34,57,44,62,38,65,67,77,72,63,59,58,63,59,63,62,27,22,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,8,14,126,67,0,13,0,13,0,13,0,13,0,13,0,13,33,36,22,35,31,36,16,18,0,13,24,34,0,13,0,13,1479,358,605,147,112,78,85,81,54,74,97,93,45,45,74,69,33,47,4,7,48,54,7,13,0,13,7,11,39,52,0,13,652,251,443,137,0,13,0,13,0,13,8,12,40,57,31,52,10,17,118,126,132,79,20,32,21,34,48,49,15,17,0,13,209,191,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,209,191,0,13,0,13,0,13,169,185,0,13,22,35,0,13,0,13,18,28,0,13,0,13,0,13,0,13,0,13,51,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,23,34,0,13,18,19,171,85,0,13,0,13,0,13,0,13,8,14,34,50,30,30,7,12,29,33,0,13,8,12,33,39,22,35,0,13
14000US32003000109,"Census Tract 1.09, Clark, NV",2520,401,1331,271,615,172,90,65,24,33,128,86,76,61,33,42,72,93,0,13,24,29,41,44,36,39,37,33,29,33,25,41,0,13,430,120,383,118,0,13,0,13,0,13,24,29,18,31,40,37,29,44,54,42,35,48,95,100,24,29,53,42,11,15,0,13,47,43,34,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,37,0,13,0,13,0,13,0,13,0,13,0,13,13,23,0,13,0,13,0,13,13,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,61,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,48,33,38,7,12,0,13,0,13,216,105,0,13,0,13,0,13,0,13,0,13,0,13,25,39,28,39,30,44,20,23,20,32,61,48,32,36,0,13,1189,225,421,159,26,26,27,23,48,39,85,113,85,74,54,38,0,13,25,28,63,65,0,13,0,13,8,13,0,13,0,13,417,125,367,110,0,13,0,13,0,13,24,28,54,46,26,39,21,19,42,44,124,130,13,21,36,33,27,27,0,13,0,13,50,58,37,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,53,0,13,0,13,13,21,0,13,0,13,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,107,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,42,39,26,25,26,29,244,104,0,13,0,13,0,13,16,26,10,15,0,13,5,11,11,17,0,13,28,27,31,35,70,66,38,39,35,55
14000US32003000201,"Census Tract 2.01, Clark, NV",3143,489,1611,292,749,250,90,64,53,38,192,106,40,51,91,97,36,42,126,150,22,25,45,43,0,13,18,28,29,48,7,11,0,13,638,218,500,178,0,13,0,13,0,13,31,43,7,16,48,63,0,13,130,95,95,84,57,87,14,22,49,37,59,38,10,17,138,101,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,128,100,0,13,0,13,0,13,0,13,0,13,36,55,68,70,7,12,0,13,17,30,0,13,0,13,0,13,0,13,41,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,26,30,0,13,0,13,183,84,0,13,0,13,0,13,0,13,0,13,0,13,10,18,0,13,8,13,62,49,39,44,3,6,61,50,0,13,1532,264,696,218,116,80,86,81,54,64,95,75,73,66,96,78,54,75,0,13,0,13,75,119,9,13,38,56,0,13,0,13,561,149,455,158,0,13,0,13,26,35,32,42,12,26,54,48,74,62,59,63,82,85,0,13,22,26,34,32,50,40,10,16,106,63,67,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,60,6,13,0,13,17,26,0,13,0,13,39,39,0,13,0,13,0,13,0,13,0,13,0,13,34,37,0,13,5,11,0,13,0,13,0,13,0,13,0,13,83,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,55,0,13,29,33,0,13,0,13,192,97,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,55,34,36,27,32,14,26,48,52,20,25,0,13
14000US32003000203,"Census Tract 2.03, Clark, NV",3420,544,1703,354,949,300,27,30,23,36,96,61,319,248,158,94,150,93,0,13,29,36,38,47,12,18,45,58,8,21,36,52,8,20,424,126,374,114,0,13,0,13,0,13,10,15,94,62,27,42,28,30,85,70,18,19,0,13,57,39,27,24,28,28,0,13,50,51,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,41,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,16,0,13,0,13,32,47,0,13,0,13,0,13,32,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,13,7,18,9,20,9,14,298,115,0,13,0,13,0,13,0,13,23,36,0,13,0,13,0,13,105,79,51,67,30,35,80,52,9,14,0,13,1717,364,744,259,99,66,105,89,145,141,97,73,74,51,73,74,30,30,28,33,34,40,48,51,0,13,10,15,0,13,1,3,536,150,364,117,0,13,0,13,34,43,6,10,87,60,28,30,23,22,0,13,17,17,64,67,25,25,62,47,18,24,0,13,172,109,106,82,0,13,0,13,0,13,0,13,29,46,0,13,31,49,0,13,30,43,16,25,0,13,0,13,0,13,0,13,66,74,0,13,0,13,0,13,0,13,40,63,0,13,0,13,0,13,0,13,24,38,0,13,2,5,0,13,0,13,97,75,0,13,0,13,0,13,0,13,0,13,0,13,27,43,0,13,0,13,0,13,9,21,37,42,2,4,22,22,340,142,0,13,0,13,0,13,0,13,0,13,24,38,52,42,65,73,22,19,50,67,75,58,35,35,17,25,0,13
14000US32003000204,"Census Tract 2.04, Clark, NV",1118,200,607,166,319,152,24,16,0,13,32,24,69,49,75,81,41,32,12,17,4,7,5,11,4,6,40,38,13,17,0,13,0,13,215,67,165,52,0,13,0,13,0,13,0,13,0,13,0,13,5,10,45,38,32,21,0,13,25,16,27,23,31,19,0,13,50,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,46,0,13,0,13,0,13,0,13,0,13,27,40,0,13,0,13,0,13,5,12,0,13,14,16,4,6,0,13,19,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,24,4,11,5,12,54,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,26,5,12,22,15,6,12,0,13,6,12,0,13,511,107,135,75,20,19,0,13,40,25,31,29,0,13,19,32,0,13,19,14,0,13,4,10,0,13,0,13,2,6,0,13,154,46,148,44,0,13,0,13,0,13,0,13,5,9,15,17,21,19,4,6,22,18,19,19,9,10,35,24,18,19,0,13,6,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,12,0,13,0,13,83,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,20,0,13,3,5,15,13,4,6,37,24,139,54,0,13,0,13,0,13,0,13,0,13,36,17,0,13,0,13,0,13,17,22,31,33,44,29,4,6,7,11
14000US32003000301,"Census Tract 3.01, Clark, NV",2297,472,1290,334,686,246,26,30,80,70,114,85,51,43,150,120,22,32,44,49,17,29,31,48,45,35,85,87,21,21,0,13,0,13,298,82,201,65,0,13,0,13,0,13,11,16,0,13,26,25,24,29,11,17,43,37,21,25,31,27,12,19,22,20,0,13,97,61,34,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,22,0,13,0,13,25,23,0,13,0,13,63,54,0,13,0,13,0,13,0,13,0,13,28,41,0,13,9,21,0,13,0,13,26,29,0,13,0,13,0,13,31,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,15,6,8,0,13,0,13,18,24,275,149,0,13,0,13,0,13,0,13,64,95,16,22,0,13,18,30,45,40,52,47,54,43,20,24,6,8,0,13,1007,196,463,126,36,30,39,40,57,46,54,42,102,59,74,54,21,23,34,41,7,10,0,13,26,29,13,16,0,13,0,13,308,82,179,59,0,13,0,13,0,13,11,17,23,24,33,30,7,13,0,13,27,28,23,23,33,35,7,10,7,11,8,12,129,78,74,64,0,13,0,13,0,13,9,21,9,22,15,20,0,13,0,13,0,13,0,13,0,13,41,42,0,13,0,13,55,42,0,13,0,13,0,13,14,22,0,13,25,37,0,13,0,13,0,13,0,13,16,19,0,13,0,13,0,13,52,39,0,13,0,13,0,13,0,13,0,13,0,13,12,28,0,13,14,14,0,13,10,17,7,12,0,13,9,10,184,85,0,13,0,13,0,13,0,13,0,13,6,11,40,38,0,13,15,22,43,45,17,19,50,38,0,13,13,22
14000US32003000302,"Census Tract 3.02, Clark, NV",3074,458,1308,313,701,256,39,47,29,37,93,68,223,122,64,61,59,52,34,43,39,66,60,62,30,32,0,13,31,34,0,13,0,13,484,166,413,158,0,13,0,13,17,25,0,13,147,129,0,13,0,13,10,18,95,70,30,28,63,46,11,17,40,40,0,13,71,60,49,52,0,13,0,13,0,13,0,13,0,13,25,39,0,13,0,13,0,13,24,39,0,13,0,13,0,13,0,13,22,36,0,13,0,13,0,13,0,13,22,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,58,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,18,28,0,13,14,22,17,27,0,13,0,13,65,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,39,8,13,10,16,8,14,0,13,14,22,0,13,1766,267,896,210,146,106,58,63,99,66,168,90,119,80,71,55,73,80,81,69,23,34,10,19,30,36,18,28,0,13,0,13,504,169,376,157,0,13,0,13,18,27,46,44,107,129,0,13,0,13,36,32,70,54,14,15,80,47,0,13,5,9,0,13,128,70,51,41,0,13,0,13,0,13,0,13,0,13,25,38,0,13,10,16,6,11,0,13,6,12,0,13,4,8,0,13,77,61,0,13,0,13,13,19,0,13,21,35,0,13,0,13,0,13,0,13,0,13,0,13,43,47,0,13,0,13,183,90,0,13,0,13,0,13,0,13,0,13,0,13,36,48,0,13,20,32,9,15,0,13,71,53,26,32,21,34,183,89,0,13,0,13,0,13,0,13,0,13,10,16,0,13,58,48,0,13,25,32,0,13,63,57,27,38,0,13
14000US32003000401,"Census Tract 4.01, Clark, NV",2116,475,1649,388,953,283,43,46,22,32,196,161,68,53,90,68,11,14,37,36,12,12,79,65,125,80,120,101,140,137,10,25,0,13,191,113,37,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,21,23,9,9,0,13,0,13,154,104,122,84,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,26,25,22,25,0,13,15,16,46,72,0,13,32,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,47,0,13,12,25,0,13,0,13,0,13,0,13,68,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,37,27,31,26,19,0,13,0,13,437,175,0,13,0,13,0,13,0,13,0,13,14,21,25,24,63,57,72,72,127,95,93,86,43,38,0,13,0,13,467,154,253,88,21,23,15,17,66,42,53,46,50,39,20,23,7,10,6,10,0,13,13,13,0,13,1,3,1,3,0,13,74,58,34,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,9,13,0,13,17,21,3,5,0,13,0,13,40,52,36,52,0,13,0,13,0,13,20,48,0,13,8,15,0,13,0,13,0,13,0,13,0,13,8,14,0,13,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,131,122,0,13,0,13,0,13,0,13,7,10,0,13,0,13,22,15,0,13,25,18,1,2,76,119,0,13,0,13
14000US32003000402,"Census Tract 4.02, Clark, NV",2555,452,1327,258,729,233,61,48,92,67,194,106,87,69,6,9,123,141,18,28,31,35,35,43,20,23,62,66,0,13,0,13,0,13,333,113,268,105,0,13,0,13,17,28,0,13,5,9,0,13,33,37,56,50,68,65,28,45,37,40,24,37,0,13,0,13,65,65,55,62,0,13,0,13,0,13,15,24,0,13,0,13,0,13,22,35,0,13,0,13,18,29,0,13,0,13,0,13,10,17,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,68,0,13,0,13,0,13,0,13,0,13,18,30,0,13,0,13,0,13,0,13,42,50,23,36,0,13,0,13,182,118,0,13,0,13,0,13,0,13,17,26,0,13,22,28,55,85,72,68,0,13,0,13,0,13,16,27,0,13,1228,260,515,160,163,90,39,39,41,38,59,55,43,43,71,55,52,40,17,28,10,15,0,13,0,13,20,32,0,13,0,13,471,204,256,98,0,13,0,13,17,29,5,9,0,13,46,37,20,32,14,20,121,81,0,13,12,19,21,32,0,13,0,13,215,179,130,175,0,13,0,13,0,13,0,13,0,13,0,13,106,169,24,36,0,13,0,13,0,13,0,13,0,13,0,13,85,55,0,13,0,13,0,13,0,13,15,24,0,13,22,26,33,35,0,13,15,26,0,13,0,13,0,13,0,13,62,48,0,13,0,13,0,13,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,36,42,14,20,0,13,180,96,0,13,0,13,0,13,0,13,9,16,24,39,12,18,29,33,34,51,0,13,9,13,42,54,16,25,5,9
14000US32003000403,"Census Tract 4.03, Clark, NV",2052,340,1183,228,427,164,25,24,28,30,103,89,0,13,19,29,26,24,58,91,18,29,33,39,23,23,37,40,15,16,42,37,0,13,357,125,298,115,0,13,0,13,0,13,3,8,20,24,0,13,3,11,94,70,40,31,28,41,0,13,85,85,25,25,0,13,59,53,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,42,44,0,13,0,13,23,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,32,0,13,0,13,34,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,44,0,13,0,13,365,115,0,13,0,13,0,13,0,13,0,13,9,14,0,13,17,27,67,58,42,45,50,37,153,89,27,29,0,13,869,170,203,79,19,28,5,12,0,13,19,26,22,27,23,33,17,27,0,13,29,32,13,22,16,25,33,36,7,10,0,13,352,127,298,119,0,13,0,13,0,13,0,13,9,17,18,21,49,46,38,40,25,39,20,25,37,38,102,89,0,13,0,13,54,45,16,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,25,0,13,0,13,0,13,38,31,0,13,0,13,21,33,9,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,89,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,11,0,13,13,16,71,42,0,13,225,117,0,13,0,13,0,13,0,13,27,33,12,19,4,10,0,13,0,13,71,88,33,54,35,38,21,25,22,24
14000US32003000510,"Census Tract 5.10, Clark, NV",4270,481,2190,300,1068,182,237,110,153,81,185,100,157,93,141,98,30,45,58,51,0,19,8,15,47,51,31,47,21,34,0,19,0,19,901,241,807,216,0,19,0,19,0,19,40,39,39,35,117,92,148,73,81,63,53,38,96,67,83,64,135,118,15,21,0,19,94,63,44,43,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,20,31,17,28,0,19,0,19,7,11,0,19,50,58,0,19,0,19,0,19,0,19,12,20,0,19,37,45,0,19,1,20,0,19,0,19,0,19,0,19,0,19,7,10,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,7,10,0,19,214,91,0,19,0,19,0,19,0,19,0,19,27,42,0,19,65,64,11,17,65,59,46,53,0,19,0,19,0,19,2080,265,866,210,118,69,89,58,96,57,188,92,96,76,56,56,40,42,89,61,44,71,17,26,12,18,21,35,0,19,0,19,863,164,711,163,0,19,0,19,12,19,42,39,40,39,93,59,153,76,100,80,51,45,74,63,29,35,99,52,18,28,0,19,152,87,130,80,0,19,0,19,5,13,0,19,16,26,39,57,13,21,15,25,0,19,20,30,22,35,0,19,0,19,0,19,22,38,0,19,0,19,0,19,1,19,0,19,0,19,21,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,152,97,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,29,0,19,0,19,80,76,28,44,25,38,199,104,0,19,0,19,0,19,11,21,0,19,22,36,11,17,0,19,14,17,12,18,92,71,11,13,4,8,22,34
14000US32003000513,"Census Tract 5.13, Clark, NV",2649,619,1099,317,516,315,0,13,6,12,36,40,131,185,6,11,137,195,0,13,130,111,6,14,22,35,0,13,34,48,0,13,8,13,442,137,431,136,0,13,0,13,0,13,24,37,64,73,0,13,0,13,81,69,23,26,17,28,151,104,33,39,38,36,0,13,11,16,11,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,2,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,0,13,12,19,8,11,106,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,12,14,16,0,13,3,8,33,26,35,54,7,11,1550,387,783,356,113,146,5,9,389,239,103,77,0,13,0,13,134,195,0,13,0,13,0,13,0,13,39,53,0,13,0,13,491,151,408,137,0,13,0,13,22,34,63,88,16,32,0,13,5,11,95,76,70,82,41,44,51,47,29,33,16,23,0,13,83,78,52,70,0,13,0,13,0,13,0,13,0,13,0,13,47,68,0,13,5,8,0,13,0,13,0,13,0,13,0,13,31,40,0,13,0,13,0,13,6,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,38,0,13,0,13,114,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,26,0,13,39,35,58,42,0,13,162,82,0,13,0,13,0,13,0,13,0,13,0,13,70,75,21,27,15,19,23,32,0,13,30,28,3,7,0,13
